"","postcode","RA_NAME_2021","GCCSA_NAME_2021","STATE_NAME_2021","SA2_NAME_2021","SA3_NAME_2021","SA4_NAME_2021","sort"
"1171","3709","Outer Regional Australia","Rest of Vic.","Victoria","Towong","Wodonga - Alpine","Hume",3
"1172","3711","Inner Regional Australia","Rest of Vic.","Victoria","Alexandra","Upper Goulburn Valley","Hume",2
"1173","3712","Inner Regional Australia","Rest of Vic.","Victoria","Alexandra","Upper Goulburn Valley","Hume",2
"1174","3713","Outer Regional Australia","Rest of Vic.","Victoria","Mansfield (Vic.)","Upper Goulburn Valley","Hume",3
"1175","3714","Inner Regional Australia","Rest of Vic.","Victoria","Alexandra","Upper Goulburn Valley","Hume",2
"1176","3715","Outer Regional Australia","Rest of Vic.","Victoria","Mansfield (Vic.)","Upper Goulburn Valley","Hume",3
"1177","3717","Inner Regional Australia","Rest of Vic.","Victoria","Yea","Upper Goulburn Valley","Hume",2
"1178","3718","Inner Regional Australia","Rest of Vic.","Victoria","Yea","Upper Goulburn Valley","Hume",2
"1179","3719","Inner Regional Australia","Rest of Vic.","Victoria","Alexandra","Upper Goulburn Valley","Hume",2
"1180","3720","Outer Regional Australia","Rest of Vic.","Victoria","Mansfield (Vic.)","Upper Goulburn Valley","Hume",3
"1181","3722","Outer Regional Australia","Rest of Vic.","Victoria","Mansfield (Vic.)","Upper Goulburn Valley","Hume",3
"1182","3723","Inner Regional Australia","Rest of Vic.","Victoria","Upper Yarra Valley","Upper Goulburn Valley","Hume",2
"1183","3725","Inner Regional Australia","Rest of Vic.","Victoria","Benalla Surrounds","Wangaratta - Benalla","Hume",2
"1184","3726","Inner Regional Australia","Rest of Vic.","Victoria","Benalla Surrounds","Wangaratta - Benalla","Hume",2
"1185","3727","Inner Regional Australia","Rest of Vic.","Victoria","Moira","Moira","Shepparton",2
"1186","3728","Inner Regional Australia","Rest of Vic.","Victoria","Moira","Moira","Shepparton",2
"1187","3730","Inner Regional Australia","Rest of Vic.","Victoria","Moira","Moira","Shepparton",2
"1188","3732","Inner Regional Australia","Rest of Vic.","Victoria","Wangaratta Surrounds","Wangaratta - Benalla","Hume",2
"1189","3733","Outer Regional Australia","Rest of Vic.","Victoria","Wangaratta Surrounds","Wangaratta - Benalla","Hume",3
"1190","3735","Inner Regional Australia","Rest of Vic.","Victoria","Wangaratta Surrounds","Wangaratta - Benalla","Hume",2
"1191","3737","Inner Regional Australia","Rest of Vic.","Victoria","Myrtleford","Wodonga - Alpine","Hume",2
"1192","3738","Inner Regional Australia","Rest of Vic.","Victoria","Myrtleford","Wodonga - Alpine","Hume",2
"1193","3739","Inner Regional Australia","Rest of Vic.","Victoria","Myrtleford","Wodonga - Alpine","Hume",2
"1194","3740","Outer Regional Australia","Rest of Vic.","Victoria","Bright - Mount Beauty","Wodonga - Alpine","Hume",3
"1195","3741","Outer Regional Australia","Rest of Vic.","Victoria","Bright - Mount Beauty","Wodonga - Alpine","Hume",3
"1196","3744","Outer Regional Australia","Rest of Vic.","Victoria","Bright - Mount Beauty","Wodonga - Alpine","Hume",3
"1197","3746","Inner Regional Australia","Rest of Vic.","Victoria","Wangaratta Surrounds","Wangaratta - Benalla","Hume",2
"1198","3747","Inner Regional Australia","Rest of Vic.","Victoria","Beechworth","Wodonga - Alpine","Hume",2
"1199","3749","Inner Regional Australia","Rest of Vic.","Victoria","Yackandandah","Wodonga - Alpine","Hume",2
"1200","3750","Major Cities of Australia","Greater Melbourne","Victoria","Wollert","Whittlesea - Wallan","Melbourne - North East",1
"1201","3751","Major Cities of Australia","Greater Melbourne","Victoria","Whittlesea","Whittlesea - Wallan","Melbourne - North East",1
"1202","3752","Major Cities of Australia","Greater Melbourne","Victoria","South Morang - South","Whittlesea - Wallan","Melbourne - North East",1
"1203","3753","Major Cities of Australia","Greater Melbourne","Victoria","Wallan","Whittlesea - Wallan","Melbourne - North East",1
"1204","3754","Major Cities of Australia","Greater Melbourne","Victoria","Mernda - North","Whittlesea - Wallan","Melbourne - North East",1
"1205","3755","Major Cities of Australia","Greater Melbourne","Victoria","Whittlesea","Whittlesea - Wallan","Melbourne - North East",1
"1206","3756","Major Cities of Australia","Greater Melbourne","Victoria","Wallan","Whittlesea - Wallan","Melbourne - North East",1
"1207","3757","Major Cities of Australia","Greater Melbourne","Victoria","Whittlesea","Whittlesea - Wallan","Melbourne - North East",1
"1208","3758","Inner Regional Australia","Greater Melbourne","Victoria","Wallan","Whittlesea - Wallan","Melbourne - North East",2
"1209","3759","Major Cities of Australia","Greater Melbourne","Victoria","Panton Hill - St Andrews","Nillumbik - Kinglake","Melbourne - North East",1
"1210","3760","Inner Regional Australia","Greater Melbourne","Victoria","Panton Hill - St Andrews","Nillumbik - Kinglake","Melbourne - North East",2
"1211","3761","Inner Regional Australia","Greater Melbourne","Victoria","Panton Hill - St Andrews","Nillumbik - Kinglake","Melbourne - North East",2
"1212","3762","Inner Regional Australia","Greater Melbourne","Victoria","Wallan","Whittlesea - Wallan","Melbourne - North East",2
"1213","3763","Inner Regional Australia","Greater Melbourne","Victoria","Kinglake","Nillumbik - Kinglake","Melbourne - North East",2
"1214","3764","Inner Regional Australia","Rest of Vic.","Victoria","Kilmore - Broadford","Upper Goulburn Valley","Hume",2
"1215","3765","Major Cities of Australia","Greater Melbourne","Victoria","Montrose","Yarra Ranges","Melbourne - Outer East",1
"1216","3766","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1217","3767","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1218","3770","Major Cities of Australia","Greater Melbourne","Victoria","Lilydale - Coldstream","Yarra Ranges","Melbourne - Outer East",1
"1219","3775","Inner Regional Australia","Greater Melbourne","Victoria","Healesville - Yarra Glen","Yarra Ranges","Melbourne - Outer East",2
"1220","3777","Inner Regional Australia","Greater Melbourne","Victoria","Healesville - Yarra Glen","Yarra Ranges","Melbourne - Outer East",2
"1221","3778","Inner Regional Australia","Rest of Vic.","Victoria","Alexandra","Upper Goulburn Valley","Hume",2
"1222","3779","Inner Regional Australia","Rest of Vic.","Victoria","Alexandra","Upper Goulburn Valley","Hume",2
"1223","3781","Major Cities of Australia","Greater Melbourne","Victoria","Emerald - Cockatoo","Cardinia","Melbourne - South East",1
"1224","3782","Major Cities of Australia","Greater Melbourne","Victoria","Emerald - Cockatoo","Cardinia","Melbourne - South East",1
"1225","3783","Major Cities of Australia","Greater Melbourne","Victoria","Emerald - Cockatoo","Cardinia","Melbourne - South East",1
"1226","3785","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1227","3786","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1228","3787","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1229","3788","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1230","3789","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1231","3791","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1232","3792","Major Cities of Australia","Greater Melbourne","Victoria","Mount Dandenong - Olinda","Yarra Ranges","Melbourne - Outer East",1
"1233","3793","Major Cities of Australia","Greater Melbourne","Victoria","Monbulk - Silvan","Yarra Ranges","Melbourne - Outer East",1
"1234","3795","Major Cities of Australia","Greater Melbourne","Victoria","Monbulk - Silvan","Yarra Ranges","Melbourne - Outer East",1
"1235","3796","Major Cities of Australia","Greater Melbourne","Victoria","Mount Evelyn","Yarra Ranges","Melbourne - Outer East",1
"1236","3797","Inner Regional Australia","Greater Melbourne","Victoria","Yarra Valley","Yarra Ranges","Melbourne - Outer East",2
"1237","3799","Inner Regional Australia","Greater Melbourne","Victoria","Yarra Valley","Yarra Ranges","Melbourne - Outer East",2
"1238","3802","Major Cities of Australia","Greater Melbourne","Victoria","Endeavour Hills - North","Casey - North","Melbourne - South East",1
"1239","3803","Major Cities of Australia","Greater Melbourne","Victoria","Hallam","Casey - North","Melbourne - South East",1
"1240","3804","Major Cities of Australia","Greater Melbourne","Victoria","Belgrave - Selby","Yarra Ranges","Melbourne - Outer East",1
"1241","3805","Major Cities of Australia","Greater Melbourne","Victoria","Narre Warren South - East","Casey - South","Melbourne - South East",1
"1242","3806","Major Cities of Australia","Greater Melbourne","Victoria","Berwick - South East","Casey - North","Melbourne - South East",1
"1243","3807","Major Cities of Australia","Greater Melbourne","Victoria","Beaconsfield - Officer","Cardinia","Melbourne - South East",1
"1244","3808","Major Cities of Australia","Greater Melbourne","Victoria","Emerald - Cockatoo","Cardinia","Melbourne - South East",1
"1245","3809","Major Cities of Australia","Greater Melbourne","Victoria","Beaconsfield - Officer","Cardinia","Melbourne - South East",1
"1246","3810","Major Cities of Australia","Greater Melbourne","Victoria","Pakenham - North East","Cardinia","Melbourne - South East",1
"1247","3812","Major Cities of Australia","Greater Melbourne","Victoria","Pakenham - North East","Cardinia","Melbourne - South East",1
"1248","3813","Inner Regional Australia","Greater Melbourne","Victoria","Bunyip - Garfield","Cardinia","Melbourne - South East",2
"1249","3814","Inner Regional Australia","Greater Melbourne","Victoria","Bunyip - Garfield","Cardinia","Melbourne - South East",2
"1250","3815","Inner Regional Australia","Greater Melbourne","Victoria","Bunyip - Garfield","Cardinia","Melbourne - South East",2
"1251","3816","Inner Regional Australia","Rest of Vic.","Victoria","Drouin","Baw Baw","Latrobe - Gippsland",2
"1252","3818","Inner Regional Australia","Rest of Vic.","Victoria","Drouin","Baw Baw","Latrobe - Gippsland",2
"1253","3820","Inner Regional Australia","Rest of Vic.","Victoria","Warragul","Baw Baw","Latrobe - Gippsland",2
"1254","3821","Inner Regional Australia","Rest of Vic.","Victoria","Mount Baw Baw Region","Baw Baw","Latrobe - Gippsland",2
"1255","3822","Inner Regional Australia","Rest of Vic.","Victoria","Warragul","Baw Baw","Latrobe - Gippsland",2
"1256","3823","Inner Regional Australia","Rest of Vic.","Victoria","Trafalgar (Vic.)","Baw Baw","Latrobe - Gippsland",2
"1257","3824","Inner Regional Australia","Rest of Vic.","Victoria","Trafalgar (Vic.)","Baw Baw","Latrobe - Gippsland",2
"1258","3825","Inner Regional Australia","Rest of Vic.","Victoria","Mount Baw Baw Region","Baw Baw","Latrobe - Gippsland",2
"1259","3831","Inner Regional Australia","Rest of Vic.","Victoria","Mount Baw Baw Region","Baw Baw","Latrobe - Gippsland",2
"1260","3832","Inner Regional Australia","Rest of Vic.","Victoria","Mount Baw Baw Region","Baw Baw","Latrobe - Gippsland",2
"1261","3833","Inner Regional Australia","Rest of Vic.","Victoria","Mount Baw Baw Region","Baw Baw","Latrobe - Gippsland",2
"1262","3835","Inner Regional Australia","Rest of Vic.","Victoria","Trafalgar (Vic.)","Baw Baw","Latrobe - Gippsland",2
"1263","3840","Inner Regional Australia","Rest of Vic.","Victoria","Morwell","Latrobe Valley","Latrobe - Gippsland",2
"1264","3842","Inner Regional Australia","Rest of Vic.","Victoria","Churchill","Latrobe Valley","Latrobe - Gippsland",2
"1265","3844","Inner Regional Australia","Rest of Vic.","Victoria","Churchill","Latrobe Valley","Latrobe - Gippsland",2
"1266","3847","Inner Regional Australia","Rest of Vic.","Victoria","Rosedale","Wellington","Latrobe - Gippsland",2
"1267","3850","Inner Regional Australia","Rest of Vic.","Victoria","Sale","Wellington","Latrobe - Gippsland",2
"1268","3851","Inner Regional Australia","Rest of Vic.","Victoria","Longford - Loch Sport","Wellington","Latrobe - Gippsland",2
"1269","3852","Inner Regional Australia","Rest of Vic.","Victoria","Longford - Loch Sport","Wellington","Latrobe - Gippsland",2
"1270","3854","Inner Regional Australia","Rest of Vic.","Victoria","Yallourn North - Glengarry","Latrobe Valley","Latrobe - Gippsland",2
"1271","3856","Inner Regional Australia","Rest of Vic.","Victoria","Yallourn North - Glengarry","Latrobe Valley","Latrobe - Gippsland",2
"1272","3857","Inner Regional Australia","Rest of Vic.","Victoria","Rosedale","Wellington","Latrobe - Gippsland",2
"1273","3858","Inner Regional Australia","Rest of Vic.","Victoria","Maffra","Wellington","Latrobe - Gippsland",2
"1274","3859","Inner Regional Australia","Rest of Vic.","Victoria","Maffra","Wellington","Latrobe - Gippsland",2
"1275","3860","Inner Regional Australia","Rest of Vic.","Victoria","Maffra","Wellington","Latrobe - Gippsland",2
"1276","3862","Inner Regional Australia","Rest of Vic.","Victoria","Maffra","Wellington","Latrobe - Gippsland",2
"1277","3864","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1278","3865","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1279","3869","Inner Regional Australia","Rest of Vic.","Victoria","Churchill","Latrobe Valley","Latrobe - Gippsland",2
"1280","3870","Inner Regional Australia","Rest of Vic.","Victoria","Churchill","Latrobe Valley","Latrobe - Gippsland",2
"1281","3871","Inner Regional Australia","Rest of Vic.","Victoria","Leongatha","Gippsland - South West","Latrobe - Gippsland",2
"1282","3873","Inner Regional Australia","Rest of Vic.","Victoria","Rosedale","Wellington","Latrobe - Gippsland",2
"1283","3874","Outer Regional Australia","Rest of Vic.","Victoria","Yarram","Wellington","Latrobe - Gippsland",3
"1284","3875","Outer Regional Australia","Rest of Vic.","Victoria","Bairnsdale","Gippsland - East","Latrobe - Gippsland",3
"1285","3878","Outer Regional Australia","Rest of Vic.","Victoria","Paynesville","Gippsland - East","Latrobe - Gippsland",3
"1286","3880","Outer Regional Australia","Rest of Vic.","Victoria","Longford - Loch Sport","Wellington","Latrobe - Gippsland",3
"1287","3882","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1288","3885","Outer Regional Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",3
"1289","3886","Outer Regional Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",3
"1290","3887","Outer Regional Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",3
"1291","3888","Outer Regional Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",3
"1292","3889","Outer Regional Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",3
"1293","3890","Remote Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",4
"1294","3891","Outer Regional Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",3
"1295","3892","Outer Regional Australia","Rest of Vic.","Victoria","Orbost","Gippsland - East","Latrobe - Gippsland",3
"1296","3893","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1297","3895","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1298","3896","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1299","3898","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1300","3900","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1301","3902","Outer Regional Australia","Rest of Vic.","Victoria","Bruthen - Omeo","Gippsland - East","Latrobe - Gippsland",3
"1302","3903","Outer Regional Australia","Rest of Vic.","Victoria","Lakes Entrance","Gippsland - East","Latrobe - Gippsland",3
"1303","3904","Outer Regional Australia","Rest of Vic.","Victoria","Lakes Entrance","Gippsland - East","Latrobe - Gippsland",3
"1304","3909","Outer Regional Australia","Rest of Vic.","Victoria","Lakes Entrance","Gippsland - East","Latrobe - Gippsland",3
"1305","3910","Major Cities of Australia","Greater Melbourne","Victoria","Langwarrin","Frankston","Mornington Peninsula",1
"1306","3911","Major Cities of Australia","Greater Melbourne","Victoria","Somerville","Mornington Peninsula","Mornington Peninsula",1
"1307","3912","Major Cities of Australia","Greater Melbourne","Victoria","Pearcedale - Tooradin","Casey - South","Melbourne - South East",1
"1308","3913","Major Cities of Australia","Greater Melbourne","Victoria","Somerville","Mornington Peninsula","Mornington Peninsula",1
"1309","3915","Major Cities of Australia","Greater Melbourne","Victoria","Hastings - Somers","Mornington Peninsula","Mornington Peninsula",1
"1310","3916","Inner Regional Australia","Greater Melbourne","Victoria","Flinders","Mornington Peninsula","Mornington Peninsula",2
"1311","3918","Major Cities of Australia","Greater Melbourne","Victoria","Hastings - Somers","Mornington Peninsula","Mornington Peninsula",1
"1312","3919","Major Cities of Australia","Greater Melbourne","Victoria","Hastings - Somers","Mornington Peninsula","Mornington Peninsula",1
"1313","3920","Major Cities of Australia","Greater Melbourne","Victoria","Hastings - Somers","Mornington Peninsula","Mornington Peninsula",1
"1314","3921","Outer Regional Australia","Rest of Vic.","Victoria","French Island","Gippsland - South West","Latrobe - Gippsland",3
"1315","3922","Inner Regional Australia","Rest of Vic.","Victoria","Phillip Island","Gippsland - South West","Latrobe - Gippsland",2
"1316","3923","Inner Regional Australia","Rest of Vic.","Victoria","Phillip Island","Gippsland - South West","Latrobe - Gippsland",2
"1317","3925","Inner Regional Australia","Rest of Vic.","Victoria","Wonthaggi - Inverloch","Gippsland - South West","Latrobe - Gippsland",2
"1318","3926","Major Cities of Australia","Greater Melbourne","Victoria","Hastings - Somers","Mornington Peninsula","Mornington Peninsula",1
"1319","3927","Major Cities of Australia","Greater Melbourne","Victoria","Hastings - Somers","Mornington Peninsula","Mornington Peninsula",1
"1320","3928","Inner Regional Australia","Greater Melbourne","Victoria","Flinders","Mornington Peninsula","Mornington Peninsula",2
"1321","3929","Inner Regional Australia","Greater Melbourne","Victoria","Flinders","Mornington Peninsula","Mornington Peninsula",2
"1322","3930","Major Cities of Australia","Greater Melbourne","Victoria","Mount Eliza","Mornington Peninsula","Mornington Peninsula",1
"1323","3931","Major Cities of Australia","Greater Melbourne","Victoria","Mornington - East","Mornington Peninsula","Mornington Peninsula",1
"1324","3933","Major Cities of Australia","Greater Melbourne","Victoria","Somerville","Mornington Peninsula","Mornington Peninsula",1
"1325","3934","Major Cities of Australia","Greater Melbourne","Victoria","Mount Martha","Mornington Peninsula","Mornington Peninsula",1
"1326","3936","Major Cities of Australia","Greater Melbourne","Victoria","Dromana","Mornington Peninsula","Mornington Peninsula",1
"1327","3937","Inner Regional Australia","Greater Melbourne","Victoria","Flinders","Mornington Peninsula","Mornington Peninsula",2
"1328","3938","Major Cities of Australia","Greater Melbourne","Victoria","Rosebud - McCrae","Mornington Peninsula","Mornington Peninsula",1
"1329","3939","Major Cities of Australia","Greater Melbourne","Victoria","Rosebud - McCrae","Mornington Peninsula","Mornington Peninsula",1
"1330","3940","Major Cities of Australia","Greater Melbourne","Victoria","Rosebud - McCrae","Mornington Peninsula","Mornington Peninsula",1
"1331","3941","Major Cities of Australia","Greater Melbourne","Victoria","Point Nepean","Mornington Peninsula","Mornington Peninsula",1
"1332","3942","Major Cities of Australia","Greater Melbourne","Victoria","Point Nepean","Mornington Peninsula","Mornington Peninsula",1
"1333","3943","Major Cities of Australia","Greater Melbourne","Victoria","Point Nepean","Mornington Peninsula","Mornington Peninsula",1
"1334","3944","Major Cities of Australia","Greater Melbourne","Victoria","Point Nepean","Mornington Peninsula","Mornington Peninsula",1
"1335","3945","Inner Regional Australia","Rest of Vic.","Victoria","Korumburra","Gippsland - South West","Latrobe - Gippsland",2
"1336","3946","Inner Regional Australia","Rest of Vic.","Victoria","Korumburra","Gippsland - South West","Latrobe - Gippsland",2
"1337","3950","Inner Regional Australia","Rest of Vic.","Victoria","Korumburra","Gippsland - South West","Latrobe - Gippsland",2
"1338","3951","Inner Regional Australia","Rest of Vic.","Victoria","Korumburra","Gippsland - South West","Latrobe - Gippsland",2
"1339","3953","Inner Regional Australia","Rest of Vic.","Victoria","Leongatha","Gippsland - South West","Latrobe - Gippsland",2
"1340","3954","Inner Regional Australia","Rest of Vic.","Victoria","Leongatha","Gippsland - South West","Latrobe - Gippsland",2
"1341","3956","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1342","3957","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1343","3958","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1344","3959","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1345","3960","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1346","3962","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1347","3964","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1348","3965","Outer Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",3
"1349","3966","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1350","3967","Inner Regional Australia","Rest of Vic.","Victoria","Yarram","Wellington","Latrobe - Gippsland",2
"1351","3971","Inner Regional Australia","Rest of Vic.","Victoria","Churchill","Latrobe Valley","Latrobe - Gippsland",2
"1352","3975","Major Cities of Australia","Greater Melbourne","Victoria","Lynbrook - Lyndhurst","Casey - South","Melbourne - South East",1
"1353","3976","Major Cities of Australia","Greater Melbourne","Victoria","Hampton Park - East","Casey - South","Melbourne - South East",1
"1354","3977","Major Cities of Australia","Greater Melbourne","Victoria","Cranbourne East - North","Casey - South","Melbourne - South East",1
"1355","3978","Major Cities of Australia","Greater Melbourne","Victoria","Cranbourne South","Casey - South","Melbourne - South East",1
"1356","3979","Inner Regional Australia","Rest of Vic.","Victoria","Wonthaggi - Inverloch","Gippsland - South West","Latrobe - Gippsland",2
"1357","3980","Major Cities of Australia","Greater Melbourne","Victoria","Pearcedale - Tooradin","Casey - South","Melbourne - South East",1
"1358","3981","Major Cities of Australia","Greater Melbourne","Victoria","Koo Wee Rup","Cardinia","Melbourne - South East",1
"1359","3984","Inner Regional Australia","Rest of Vic.","Victoria","Wonthaggi - Inverloch","Gippsland - South West","Latrobe - Gippsland",2
"1360","3987","Inner Regional Australia","Rest of Vic.","Victoria","Korumburra","Gippsland - South West","Latrobe - Gippsland",2
"1361","3988","Inner Regional Australia","Rest of Vic.","Victoria","Korumburra","Gippsland - South West","Latrobe - Gippsland",2
"1362","3990","Inner Regional Australia","Rest of Vic.","Victoria","Wonthaggi - Inverloch","Gippsland - South West","Latrobe - Gippsland",2
"1363","3991","Inner Regional Australia","Rest of Vic.","Victoria","Wonthaggi - Inverloch","Gippsland - South West","Latrobe - Gippsland",2
"1364","3992","Inner Regional Australia","Rest of Vic.","Victoria","Wonthaggi - Inverloch","Gippsland - South West","Latrobe - Gippsland",2
"1365","3995","Inner Regional Australia","Rest of Vic.","Victoria","Wonthaggi - Inverloch","Gippsland - South West","Latrobe - Gippsland",2
"1366","3996","Inner Regional Australia","Rest of Vic.","Victoria","Foster","Gippsland - South West","Latrobe - Gippsland",2
"1367","4000","Major Cities of Australia","Greater Brisbane","Queensland","Brisbane City","Brisbane Inner","Brisbane Inner City",1
"1368","4005","Major Cities of Australia","Greater Brisbane","Queensland","Newstead - Bowen Hills","Brisbane Inner - North","Brisbane Inner City",1
"1369","4006","Major Cities of Australia","Greater Brisbane","Queensland","Fortitude Valley","Brisbane Inner","Brisbane Inner City",1
"1370","4007","Major Cities of Australia","Greater Brisbane","Queensland","Ascot","Brisbane Inner - North","Brisbane Inner City",1
"1371","4008","Major Cities of Australia","Greater Brisbane","Queensland","Brisbane Airport","Nundah","Brisbane - North",1
"1372","4009","Major Cities of Australia","Greater Brisbane","Queensland","Eagle Farm - Pinkenba","Nundah","Brisbane - North",1
"1373","4010","Major Cities of Australia","Greater Brisbane","Queensland","Albion","Brisbane Inner - North","Brisbane Inner City",1
"1374","4011","Major Cities of Australia","Greater Brisbane","Queensland","Hendra","Brisbane Inner - North","Brisbane Inner City",1
"1375","4012","Major Cities of Australia","Greater Brisbane","Queensland","Wavell Heights","Chermside","Brisbane - North",1
"1376","4013","Major Cities of Australia","Greater Brisbane","Queensland","Northgate - Virginia","Nundah","Brisbane - North",1
"1377","4014","Major Cities of Australia","Greater Brisbane","Queensland","Nudgee - Banyo","Nundah","Brisbane - North",1
"1378","4017","Major Cities of Australia","Greater Brisbane","Queensland","Bracken Ridge","Sandgate","Brisbane - North",1
"1379","4018","Major Cities of Australia","Greater Brisbane","Queensland","Taigum - Fitzgibbon","Sandgate","Brisbane - North",1
"1380","4019","Major Cities of Australia","Greater Brisbane","Queensland","Margate - Woody Point","Redcliffe","Moreton Bay - North",1
"1381","4020","Major Cities of Australia","Greater Brisbane","Queensland","Scarborough - Newport","Redcliffe","Moreton Bay - North",1
"1382","4021","Major Cities of Australia","Greater Brisbane","Queensland","Rothwell - Kippa-Ring","Redcliffe","Moreton Bay - North",1
"1383","4022","Major Cities of Australia","Greater Brisbane","Queensland","Rothwell - Kippa-Ring","Redcliffe","Moreton Bay - North",1
"1384","4025","Remote Australia","Greater Brisbane","Queensland","Moreton Island","Redcliffe","Moreton Bay - North",4
"1385","4030","Major Cities of Australia","Greater Brisbane","Queensland","Windsor","Brisbane Inner - North","Brisbane Inner City",1
"1386","4031","Major Cities of Australia","Greater Brisbane","Queensland","Kedron - Gordon Park","Chermside","Brisbane - North",1
"1387","4032","Major Cities of Australia","Greater Brisbane","Queensland","Chermside West","Chermside","Brisbane - North",1
"1388","4034","Major Cities of Australia","Greater Brisbane","Queensland","Geebung","Chermside","Brisbane - North",1
"1389","4035","Major Cities of Australia","Greater Brisbane","Queensland","Albany Creek","The Hills District","Moreton Bay - South",1
"1390","4036","Major Cities of Australia","Greater Brisbane","Queensland","Bald Hills","Bald Hills - Everton Park","Brisbane - North",1
"1391","4037","Major Cities of Australia","Greater Brisbane","Queensland","Eatons Hill","The Hills District","Moreton Bay - South",1
"1392","4051","Major Cities of Australia","Greater Brisbane","Queensland","Wilston","Brisbane Inner - North","Brisbane Inner City",1
"1393","4053","Major Cities of Australia","Greater Brisbane","Queensland","Stafford","Chermside","Brisbane - North",1
"1394","4054","Major Cities of Australia","Greater Brisbane","Queensland","Keperra","The Gap - Enoggera","Brisbane - West",1
"1395","4055","Major Cities of Australia","Greater Brisbane","Queensland","Upper Kedron - Ferny Grove","The Gap - Enoggera","Brisbane - West",1
"1396","4059","Major Cities of Australia","Greater Brisbane","Queensland","Kelvin Grove - Herston","Brisbane Inner - North","Brisbane Inner City",1
"1397","4060","Major Cities of Australia","Greater Brisbane","Queensland","Ashgrove","Brisbane Inner - West","Brisbane Inner City",1
"1398","4061","Major Cities of Australia","Greater Brisbane","Queensland","The Gap","The Gap - Enoggera","Brisbane - West",1
"1399","4064","Major Cities of Australia","Greater Brisbane","Queensland","Paddington - Milton","Brisbane Inner - West","Brisbane Inner City",1
"1400","4065","Major Cities of Australia","Greater Brisbane","Queensland","Bardon","Brisbane Inner - West","Brisbane Inner City",1
"1401","4066","Major Cities of Australia","Greater Brisbane","Queensland","Toowong","Brisbane Inner - West","Brisbane Inner City",1
"1402","4067","Major Cities of Australia","Greater Brisbane","Queensland","St Lucia","Sherwood - Indooroopilly","Brisbane - West",1
